0,-20.0,0.0,0.0,0.0,1.0,5.92660023892e-08
0,-7.5,0.0,0.0,0.0,1.0,5.92660023892e-08
11.4,-7.5,0.0,0.0,0.0,1.0,5.92660023892e-08
